symbol,company_name,exchange,website,presentation_url,pdf_url,local_path,r2_url,found_via,score,file_size_kb,last_checked,error
CBR,Cabral Gold Inc.,TSXV,https://www.cabralgold.com,,,,,not_found,0,0,2026-04-03T18:09:35.197816,
DEF,Defiance Silver Corp.,TSXV,https://www.defiancesilver.com,https://www.defiancesilver.com/,https://cdn.prod.website-files.com/66d64af723d92f9e33ccfdd3/69821d9376c5900019352840_Corporate%20Presentation-Defiance%20Silver%20Corp.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\DEF\pdfs\Presentations\2026-04-03_69821d9376c5900019352840_Corporate%20Presentation-Defiance%20Silver%20Corp.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/DEF/2026-04-03_69821d9376c5900019352840_Corporate%20Presentation-Defiance%20Silver%20Corp.pdf,path_probe,55,5020,2026-04-03T18:09:50.923687,
CAMB,Cambria Gold Mines Inc.,TSXV,https://www.ascotgold.com,,,,,not_found,0,0,2026-04-03T18:09:34.356585,
CRE,Critical Elements Lithium Corporation,TSXV,https://www.cecorp.ca,,,,,not_found,0,0,2026-04-03T18:09:45.153958,
COR,Camino Minerals Corporation,TSXV,https://www.caminocorp.com,,,,,not_found,0,0,2026-04-03T18:09:42.972409,
CKG,Chesapeake Gold Corp.,TSXV,https://chesapeakegold.com,,,,,not_found,0,0,2026-04-03T18:09:41.672519,
CUU,Copper Fox Metals Inc.,TSXV,https://www.copperfoxmetals.com,,,,,not_found,0,0,2026-04-03T18:09:47.391429,
ELBM,Electra Battery Materials Corporation,TSXV,https://www.electrabmc.com,,,,,not_found,0,0,2026-04-03T18:09:59.869101,
ECU,Element 29 Resources Inc.,TSXV,https://www.e29copper.com,,,,,not_found,0,0,2026-04-03T18:09:58.912493,
DBG,Doubleview Gold Corp.,TSXV,https://www.doubleview.ca,,,,,not_found,0,0,2026-04-03T18:09:48.666653,
EDCU,Edge Copper Corporation,TSXV,http://www.plminerals.com,https://www.plminerals.com/investors/corporate-presentation/,https://wp-edgecopper-2025.s3.ca-central-1.amazonaws.com/media/2026/03/Edge_Copper_Corporate_Presentation_March_-23-2026-Revised.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\EDCU\pdfs\Presentations\Edge_Copper_Corporate_Presentation_March_-23-2026-Revised.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/EDCU/Edge_Copper_Corporate_Presentation_March_-23-2026-Revised.pdf,path_probe,140,2886,2026-04-03T18:09:59.544915,
EMO,Emerita Resources Corp.,TSXV,https://www.emeritaresources.com,https://www.emeritaresources.com/investors/presentations/,https://www.emeritaresources.com/_resources/presentations/corporate-presentation.pdf?v=040310?v=0.2,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\EMO\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/EMO/2026-04-03_corporate-presentation.pdf,sitemap,65,3714,2026-04-03T18:10:14.910216,
FL,Frontier Lithium Inc.,TSXV,https://www.frontierlithium.com,,,,,not_found,0,0,2026-04-03T18:10:21.588931,
DMX,District Metals Corp.,TSXV,https://www.districtmetals.com,,,,,not_found,0,0,2026-04-03T18:09:52.999088,
ETL,E3 Lithium Ltd.,TSXV,https://www.e3lithium.ca,,,,,not_found,0,0,2026-04-03T18:10:16.515909,
FMT,Fuerte Metals Corporation.,TSXV,https://www.atacamacopper.ca,,,,,not_found,0,0,2026-04-03T18:10:22.966882,
EXN,Excellon Resources Inc.,TSXV,https://www.excellonresources.com,https://excellonresources.com/investors/presentations/,https://excellonresources.com/_resources/presentation/corporate-presentation.pdf?v=0.78,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\EXN\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/EXN/2026-04-03_corporate-presentation.pdf,path_probe,90,4367,2026-04-03T18:10:18.596040,
FUU,F3 Uranium Corp.,TSXV,https://www.fission3corp.com,,,,,not_found,0,0,2026-04-03T18:10:30.105659,
EU,Encore Energy Corp.,TSXV,https://www.encoreuranium.com,https://encoreuranium.com/investors/presentations/,https://encoreuranium.com/wp-content/uploads/2026/03/enCore-Energy-Corporate-Deck-March-27-2026.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\EU\pdfs\Presentations\enCore-Energy-Corporate-Deck-March-27-2026.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/EU/enCore-Energy-Corporate-Deck-March-27-2026.pdf,path_probe,145,13256,2026-04-03T18:10:16.526048,
ECR,Cartier Resources Inc.,TSXV,http://www.ressourcescartier.com,,,,,not_found,0,0,2026-04-03T18:09:58.525746,
FTUR,Future Fuels Inc.,TSXV,https://www.futurefuelsinc.com,,,,,not_found,0,0,2026-04-03T18:10:27.271364,
FPC,Falco Resources Ltd.,TSXV,https://www.falcores.com,,,,,not_found,0,0,2026-04-03T18:10:23.646160,
GG,Golconda Gold Ltd.,TSXV,https://www.golcondagold.com,,,,,not_found,0,0,2026-04-03T18:10:37.970480,
GSKR,Goldsky Resources Corp.,TSXV,http://www.barseleminerals.com,,,,,not_found,0,0,2026-04-03T18:10:47.521473,
GGA,Goldgroup Mining Inc.,TSXV,https://www.goldgroupmining.com,,,,,not_found,0,0,2026-04-03T18:10:40.632902,
HHH,Helius Minerals Limited,TSXV,https://www.altnev.com,,,,,not_found,0,0,2026-04-03T18:10:50.504738,
GSVR,Guanajuato Silver Company Ltd.,TSXV,https://www.gsilver.com,https://www.gsilver.com/,https://www.gsilver.com/images/pdf/corporate_presentation/2026/GSilver_Presentation_March_24_2026.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\GSVR\pdfs\Presentations\GSilver_Presentation_March_24_2026.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/GSVR/GSilver_Presentation_March_24_2026.pdf,path_probe,105,4127,2026-04-03T18:10:49.552380,
GQC,GoldQuest Mining Corp.,TSXV,https://www.goldquestcorp.com,https://www.goldquestcorp.com/,https://www.goldquestcorp.com/images/pdf/presentation/2026/20260326_GQC%20Corporate%20Presentation.F.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\GQC\pdfs\Presentations\20260326_GQC%20Corporate%20Presentation.F.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/GQC/20260326_GQC%20Corporate%20Presentation.F.pdf,path_probe,95,7451,2026-04-03T18:10:47.508071,
HI,Highland Copper Company Inc.,TSXV,https://www.highlandcopper.com,https://www.highlandcopper.com/,https://www.highlandcopper.com/wp-content/uploads/2026/02/Highland-Copper-Corporate-Presentation-2026.2.24-PDAC.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\HI\pdfs\Presentations\Highland-Copper-Corporate-Presentation-2026.2.24-PDAC.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/HI/Highland-Copper-Corporate-Presentation-2026.2.24-PDAC.pdf,path_probe,95,2472,2026-04-03T18:10:52.324780,
HSTR,Heliostar Metals Ltd.,TSXV,https://www.heliostarmetals.com/,,,,,not_found,0,0,2026-04-03T18:10:56.875113,
GGO,Galleon Gold Corp.,TSXV,https://www.galleongold.com,,,,,not_found,0,0,2026-04-03T18:10:44.401937,
HLU,Homeland Uranium Corp.,TSXV,https://www.homeland-uranium.com,,,,,not_found,0,0,2026-04-03T18:10:55.111240,
HAR,Harfang Exploration inc.,TSXV,https://www.harfangexploration.com,,,,,not_found,0,0,2026-04-03T18:10:49.637360,
KTN,Kootenay Silver Inc.,TSXV,https://www.kootenaysilver.com,,,,,not_found,0,0,2026-04-03T18:11:13.736233,
LBNK,LithiumBank Resources Corp.,TSXV,https://www.lithiumbank.ca,https://www.lithiumbank.ca/,https://cdn.prod.website-files.com/659bb4279842c79d410c6dca/6965380155e56571a6d75034_LBNK-Presentation-12.01.2026_RS.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\LBNK\pdfs\Presentations\6965380155e56571a6d75034_LBNK-Presentation-12.01.2026_RS.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/LBNK/6965380155e56571a6d75034_LBNK-Presentation-12.01.2026_RS.pdf,path_probe,50,2452,2026-04-03T18:11:24.262110,
KRY,Koryx Copper S.A.,TSXV,https://www.koryxcopper.com,,,,,not_found,0,0,2026-04-03T18:11:10.546928,
LA,Los Andes Copper Ltd.,TSXV,https://www.losandescopper.com,,,,,not_found,0,0,2026-04-03T18:11:20.312438,
KDK,Kodiak Copper Corp.,TSXV,https://www.kodiakcoppercorp.com,,,,,not_found,0,0,2026-04-03T18:11:07.599565,
LG,Lahontan Gold Corp.,TSXV,https://www.lahontangoldcorp.com,,,,,not_found,0,0,2026-04-03T18:11:26.438037,
KCC,Kincora Copper Limited,TSXV,https://www.kincoracopper.com,,,,,not_found,0,0,2026-04-03T18:11:06.807579,
ITR,Integra Resources Corp.,TSXV,https://www.integraresources.com,,,,,not_found,0,0,2026-04-03T18:11:00.659671,
LIFT,Li-FT Power Ltd.,TSXV,https://www.li-ft.com,,,,,not_found,0,0,2026-04-03T18:11:42.124427,
LIT,Argentina Lithium & Energy Corp.,TSXV,https://www.argentinalithium.com,https://argentinalithium.com/investors/presentations/,https://argentinalithium.com/site/assets/files/6702/lit-ppt-april-2026-v1.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\LIT\pdfs\Presentations\lit-ppt-april-2026-v1.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/LIT/lit-ppt-april-2026-v1.pdf,sitemap,65,2925,2026-04-03T18:11:49.125977,
LGC,Lavras Gold Corp.,TSXV,https://www.lavrasgold.com,,,,,not_found,0,0,2026-04-03T18:11:34.072770,
LIO,Lion One Metals Limited,TSXV,https://www.liononemetals.com,,,,,not_found,0,0,2026-04-03T18:11:45.213354,
LI,American Lithium Corp.,TSXV,https://www.americanlithiumcorp.com,,,,,not_found,0,0,2026-04-03T18:11:35.236279,
KC,Kutcho Copper Corp.,TSXV,https://www.kutcho.ca,,,,,not_found,0,0,2026-04-03T18:11:02.862813,
LTH,Lithium Ionic Corp.,TSXV,https://lithiumionic.com/,,,,,not_found,0,0,2026-04-03T18:11:59.170307,
LMS,Latin Metals Inc.,TSXV,https://www.latin-metals.com,,,,,not_found,0,0,2026-04-03T18:11:57.977515,
LUCA,Luca Mining Corp.,TSXV,https://www.lucamining.com,,,,,not_found,0,0,2026-04-03T18:11:59.449506,
MGM,Maple Gold Mines Ltd.,TSXV,https://www.maplegoldmines.com,,,,,not_found,0,0,2026-04-03T18:12:12.865612,
MJS,Majestic Gold Corp.,TSXV,https://www.majesticgold.com,,,,,not_found,0,0,2026-04-03T18:12:14.075879,
MAI,Minera Alamos Inc.,TSXV,https://www.mineraalamos.com,,,,,not_found,0,0,2026-04-03T18:12:04.734663,
LITH,Lithium Chile Inc.,TSXV,https://www.lithiumchile.ca,https://lithiumchile.ca/,https://lithiumchile.ca/wp-content/uploads/2025/11/Lithium-Chile-Presentation-October-2025.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\LITH\pdfs\Presentations\Lithium-Chile-Presentation-October-2025.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/LITH/Lithium-Chile-Presentation-October-2025.pdf,path_probe,70,1393,2026-04-03T18:11:57.353453,
MKO,Mako Mining Corp.,TSXV,https://www.makominingcorp.com,https://makominingcorp.com/investors/presentations/,https://makominingcorp.com/_resources/presentations/2025-09-Mt-Hamilton-Acquisition.pdf?v=040310,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\MKO\pdfs\Presentations\2025-09-Mt-Hamilton-Acquisition.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/MKO/2025-09-Mt-Hamilton-Acquisition.pdf,path_probe,95,1790,2026-04-03T18:12:19.186367,
MFG,Mayfair Gold Corp.,TSXV,https://www.mayfairgold.ca,,,,,not_found,0,0,2026-04-03T18:12:09.397923,
MMG,Metallic Minerals Corp.,TSXV,https://www.metallic-minerals.com,,,,,not_found,0,0,2026-04-03T18:12:26.312079,
MMY,Monument Mining Limited,TSXV,http://www.monumentmining.com,,,,,not_found,0,0,2026-04-03T18:12:28.544348,
LCE,Century Lithium Corp.,TSXV,https://www.centurylithium.com,https://www.centurylithium.com/investors/investors-overview/,https://www.centurylithium.com/_resources/presentations/corporate-presentation.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\LCE\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/LCE/2026-04-03_corporate-presentation.pdf,sitemap,65,3775,2026-04-03T18:11:26.402588,
NCAU,Newcore Gold Ltd.,TSXV,https://www.newcoregold.com,,,,,not_found,0,0,2026-04-03T18:12:41.152487,
MSR,Minsud Resources Corp.,TSXV,https://www.minsud.com,,,,,not_found,0,0,2026-04-03T18:12:36.778286,
MOON,Blue Moon Metals Inc.,TSXV,https://www.bluemoonmetals.com,,,,,not_found,0,0,2026-04-03T18:12:33.338130,
NOAL,NOA Lithium Brines Inc,TSXV,https://www.noalithium.com,,,,,not_found,0,0,2026-04-03T18:12:55.456511,
NAU,Nevgold Corp.,TSXV,https://www.nev-gold.com,,,,,not_found,0,0,2026-04-03T18:12:36.933074,
PAAS,Pan American Silver Corp.,TSX,https://www.panamericansilver.com,https://panamericansilver.com/invest/events-and-presentations/,https://panamericansilver.com/wp-content/uploads/2026/03/PAAS-Investor-Presentation_March_2026.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\PAAS\pdfs\Presentations\PAAS-Investor-Presentation_March_2026.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/PAAS/PAAS-Investor-Presentation_March_2026.pdf,path_probe,120,3826,2026-04-03T18:07:09.445411,
NCX,NorthIsle Copper and Gold Inc.,TSXV,http://www.northisle.ca,https://www.northisle.ca/presentations/,http://www.northisle.ca/wp-content/uploads/2026/03/2026-NCX-Corporate-Presentation-Mar-2026.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\NCX\pdfs\Presentations\2026-NCX-Corporate-Presentation-Mar-2026.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/NCX/2026-NCX-Corporate-Presentation-Mar-2026.pdf,path_probe,140,5181,2026-04-03T18:12:42.605555,
NEXG,NeXGold Mining Corp.,TSXV,https://www.treasurymetals.com,,,,,not_found,0,0,2026-04-03T18:12:52.007797,
IVN,Ivanhoe Mines Ltd.,TSX,https://www.ivanhoemines.com,https://www.ivanhoemines.com/presentations/ivanhoe-mines-investor-presentation-january-2025/,https://www.ivanhoemines.com/wp-content/uploads/2025-01-08-IVN-Investor-Presentation_c-002.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\IVN\pdfs\Presentations\2025-01-08-IVN-Investor-Presentation_c-002.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/IVN/2025-01-08-IVN-Investor-Presentation_c-002.pdf,sitemap,70,20164,2026-04-03T18:06:14.191030,
NFG,New Found Gold Corp.,TSXV,https://www.newfoundgold.ca,,,,,not_found,0,0,2026-04-03T18:12:53.697039,
ODV,Osisko Development Corp.,TSXV,https://www.osiskodev.com,,,,,not_found,0,0,2026-04-03T18:13:06.234964,
NWST,Northwest Copper Corp.,TSXV,https://www.northwestcopper.ca,https://northwestcopper.ca:443/investors/presentations/,https://northwestcopper.ca:443/site/assets/files/4867/nwst_corppresentation_mar2026_final.pdf?4vbgf5,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\NWST\pdfs\Presentations\nwst_corppresentation_mar2026_final.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/NWST/nwst_corppresentation_mar2026_final.pdf,path_probe,75,3222,2026-04-03T18:13:04.732752,
PGLD,P2 Gold Inc.,TSXV,https://www.p2gold.com,,,,,not_found,0,0,2026-04-03T18:13:14.338339,
PPX,PPX Mining Corp.,TSXV,https://www.ppxmining.com,,,,,not_found,0,0,2026-04-03T18:13:22.336697,
OMG,Omai Gold Mines Corp.,TSXV,https://www.omaigoldmines.com,https://omaigoldmines.com:443/investors/presentation/,https://omaigoldmines.com:443/site/assets/files/6116/omai_gold_corporate_presentation_dec_8_2025.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\OMG\pdfs\Presentations\omai_gold_corporate_presentation_dec_8_2025.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/OMG/omai_gold_corporate_presentation_dec_8_2025.pdf,path_probe,100,8278,2026-04-03T18:13:08.653329,
OCO,Oroco Resource Corp.,TSXV,https://www.orocoresourcecorp.com,https://www.orocoresourcecorp.com/investors/presentations/,https://www.orocoresourcecorp.com/_resources/presentations/corporate-presentation.pdf?v=0.2,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\OCO\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/OCO/2026-04-03_corporate-presentation.pdf,sitemap,65,23565,2026-04-03T18:13:04.973002,
MD,Midland Exploration Inc.,TSXV,https://www.midlandexploration.com,https://midlandexploration.com/,https://midlandexploration.com/wp-content/uploads/2026/04/Presentation-corporative-Mars-2026.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\MD\pdfs\Presentations\Presentation-corporative-Mars-2026.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/MD/Presentation-corporative-Mars-2026.pdf,path_probe,70,14278,2026-04-03T18:12:07.294691,
OMI,Orosur Mining Inc.,TSXV,http://www.orosur.ca,,,,,not_found,0,0,2026-04-03T18:13:08.856862,
TLG,Troilus Mining Corp.,TSX,https://troilusmining.com,https://troilusmining.com/investors/presentations/,https://troilusmining.com/_resources/presentations/corporate-presentation.pdf?v=040310,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\TLG\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/TLG/2026-04-03_corporate-presentation.pdf,path_probe,90,15754,2026-04-03T18:07:49.841219,
PML,Panoro Minerals Ltd.,TSXV,https://www.panoro.com,,,,,not_found,0,0,2026-04-03T18:13:20.696594,
RCK,Rock Tech Lithium Inc.,TSXV,http://www.rocktechlithium.com,,,,,not_found,0,0,2026-04-03T18:13:33.117914,
QTWO,Q2 Metals Corp.,TSXV,https://www.q2metals.com,https://www.q2metals.com/,https://wp-q2metals-2023.s3.ca-central-1.amazonaws.com/media/2026/03/2026-03-18-Q2_Presentation-FINAL.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\QTWO\pdfs\Presentations\2026-03-18-Q2_Presentation-FINAL.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/QTWO/2026-03-18-Q2_Presentation-FINAL.pdf,path_probe,100,8642,2026-04-03T18:13:26.379895,
PGDC,Patagonia Gold Corp.,TSXV,https://www.patagoniagold.com,,,,,not_found,0,0,2026-04-03T18:13:10.910853,
RVG,Revival Gold Inc.,TSXV,https://revival-gold.com,,,,,not_found,0,0,2026-04-03T18:13:49.178581,
SCMI,Selkirk Copper Mines Inc.,TSXV,https://selkirkcopper.com,,,,,not_found,0,0,2026-04-03T18:13:54.271367,
SASK,Atha Energy Corp.,TSXV,https://www.athaenergy.com,,,,,not_found,0,0,2026-04-03T18:13:50.612002,
NVLH,Nevada Lithium Resources Inc.,TSXV,https://www.nevadalithium.com,,,,,not_found,0,0,2026-04-03T18:13:04.080762,
SCOT,Scottie Resources Corp.,TSXV,https://www.scottieresources.com,https://scottieresources.com/investors/presentations/,https://scottieresources.com/site/assets/files/4398/scottie_resources_corporate_presentation_march_2026_web.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\SCOT\pdfs\Presentations\scottie_resources_corporate_presentation_march_2026_web.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/SCOT/scottie_resources_corporate_presentation_march_2026_web.pdf,sitemap,65,17304,2026-04-03T18:13:58.887270,
PWM,Power Metals Corp.,TSXV,https://www.powermetalscorp.com,,,,,not_found,0,0,2026-04-03T18:13:22.412007,
REG,Regulus Resources Inc.,TSXV,https://www.regulusresources.com,,,,,not_found,0,0,2026-04-03T18:13:38.589246,
SGN,Scorpio Gold Corporation,TSXV,https://www.scorpiogold.com,,,,,not_found,0,0,2026-04-03T18:14:01.554566,
SOMA,Soma Gold Corp.,TSXV,https://www.somagoldcorp.com,,,,,not_found,0,0,2026-04-03T18:14:10.026060,
SCZ,Santacruz Silver Mining Ltd.,TSXV,https://www.santacruzsilver.com/,,,,,not_found,0,0,2026-04-03T18:14:00.967210,
SIG,Sitka Gold Corp.,TSXV,https://www.sitkagoldcorp.com,,,,,not_found,0,0,2026-04-03T18:14:01.744324,
SVRS,Silver Storm Mining Ltd.,TSXV,https://www.silverstorm.ca,https://www.silverstorm.ca/2026/svrs-to-present-at-the-2026-vancouver-resource-investor-conference,https://www.silverstorm.ca/s/Jan-21-Silver-Storm-to-Present-at-the-2026-Vancouver-Resource-Investor-Conference.pdf,,,sitemap,65,0,2026-04-03T18:14:34.858769,
SLVR,Silver Tiger Metals Inc.,TSXV,https://www.silvertigermetals.com,,,,,not_found,0,0,2026-04-03T18:14:04.953311,
RBX,Robex Resources Inc.,TSXV,https://www.robexgold.com,https://robexgold.com/,https://wcsecure.weblink.com.au/pdf/RXR/03040204.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\RBX\pdfs\Presentations\2026-04-03_03040204.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/RBX/2026-04-03_03040204.pdf,path_probe,10,1515,2026-04-03T18:13:31.062060,
SVE,Silver One Resources Inc.,TSXV,https://www.silverone.com,,,,,not_found,0,0,2026-04-03T18:14:26.336058,
TORC,TinOne Resources Inc.,TSXV,https://tinone.ca,,,,,not_found,0,0,2026-04-03T18:14:50.240567,
SPA,Spanish Mountain Gold Ltd.,TSXV,https://www.spanishmountaingold.com,,,,,not_found,0,0,2026-04-03T18:14:21.177236,
SURG,Surge Copper Corp.,TSXV,https://www.surgecopper.com,,,,,not_found,0,0,2026-04-03T18:14:21.405855,
UGD,Unigold Inc.,TSXV,https://www.unigoldinc.com,,,,,not_found,0,0,2026-04-03T18:15:00.752885,
TUO,Teuton Resources Corp.,TSXV,https://www.teuton.com,,,,,not_found,0,0,2026-04-03T18:14:56.609841,
TK,Tinka Resources Limited,TSXV,https://www.tinkaresources.com,,,,,not_found,0,0,2026-04-03T18:14:44.197356,
THX,Thor Explorations Ltd.,TSXV,https://www.thorexpl.com,,,,,not_found,0,0,2026-04-03T18:14:42.335404,
ROCK,Trident Resources Corp.,TSXV,https://www.tridentresourcescorp.com,https://www.tridentresourcescorp.com/investors/corporate-presentation/,https://www.tridentresourcescorp.com/_resources/presentations/corporate-presentation.pdf?v=040310?v=0.2,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\ROCK\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/ROCK/2026-04-03_corporate-presentation.pdf,sitemap,100,3567,2026-04-03T18:13:43.218091,
TDG,TDG Gold Corp.,TSXV,https://www.tdggold.com,,,,,not_found,0,0,2026-04-03T18:14:39.078797,
TUD,Tudor Gold Corp.,TSXV,https://www.tudor-gold.com,,,,,not_found,0,0,2026-04-03T18:14:56.266051,
YGT,Gold Terra Resource Corp.,TSXV,https://www.goldterracorp.com,,,,,not_found,0,0,2026-04-03T18:15:29.262717,
WPG,West Point Gold Corp.,TSXV,https://www.westpointgold.com,,,,,not_found,0,0,2026-04-03T18:15:13.539350,
WVM,West Vault Mining Inc.,TSXV,https://www.westvaultmining.com,,,,,not_found,0,0,2026-04-03T18:15:18.052815,
VCU,Vizsla Copper Corp.,TSXV,https://www.vizslacopper.com,,,,,not_found,0,0,2026-04-03T18:15:12.454149,
WRLG,West Red Lake Gold Mines Ltd.,TSXV,https://www.westredlakegold.com,,,,,not_found,0,0,2026-04-03T18:15:17.370746,
VIPR,Silver Viper Minerals Corp.,TSXV,https://www.silverviperminerals.com,,,,,not_found,0,0,2026-04-03T18:15:12.495240,
SLI,Standard Lithium Ltd.,TSXV,https://www.standardlithium.com,https://www.standardlithium.com/investors/overview/,https://www.standardlithium.com/_resources/presentations/202603v2.pdf?v=040310,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\SLI\pdfs\Presentations\202603v2.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/SLI/202603v2.pdf,sitemap,65,4149,2026-04-03T18:14:03.712008,
SYH,Skyharbour Resources Ltd.,TSXV,https://www.skyharbourltd.com,https://skyharbourltd.com/404/,https://skyharbourltd.com/_resources/presentations/corporate-presentation.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\SYH\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/SYH/2026-04-03_corporate-presentation.pdf,path_probe,90,2021,2026-04-03T18:14:38.355312,
TAU,Thesis Gold & Silver Inc.,TSXV,https://thesisgold.com/,https://www.thesisgoldsilver.com/investors/events/121-mining-investment-20251117-20251117,https://www.thesisgoldsilver.com/_resources/presentations/corporate-presentation.pdf?v=0.396,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\3. Company Onboarding\Results\TAU\pdfs\Presentations\2026-04-03_corporate-presentation.pdf,https://pub-e6549556cd074443b759440dcb9b174f.r2.dev/onboarding/TAU/2026-04-03_corporate-presentation.pdf,sitemap,80,14331,2026-04-03T18:14:38.914879,
